,idno,formid,form_model,title,nation,year_start,year_end,repositoryid,repo_title,created,changed,varcount,total_views,authoring_entity,total_downloads,rank,type,id,url,link_da,Unnamed: 0,Category
537,UNHCR_LBR_SENS_2013,3,licensed,"Standardized Expanded Nutrition Survey - 2013, Refugee camps: Bahn, PTP, Solo and Little Wlebo",Liberia,2013,2013,WA,West and Central Africa,2021-06-11T20:35:14+02:00,2021-06-11T20:40:45+02:00,104,1844,UNHCR,54,1,survey,449,https://microdata.unhcr.org/index.php/catalog/449,,163.0,Standardized Expanded Nutrition Survey (SENS)
538,UNHCR_ZMB_2013_SENS_v2.1,3,licensed,Standardised Expanded Nutrition Survey (Mayukwayukwa and Meheba) - 2013,Zambia,2013,2013,SAO,Southern Africa,2022-03-22T14:58:32+01:00,2022-03-22T14:58:32+01:00,125,1849,UNHCR,64,1,survey,627,https://microdata.unhcr.org/index.php/catalog/627,,266.0,Standardized Expanded Nutrition Survey (SENS)
539,UNHCR_AFG_2012_VOL_REP,3,licensed,"Voluntary Repatriation, 2012",Afghanistan,2012,2012,ASIA,Asia Pacific,2022-01-18T14:27:42+01:00,2022-01-18T15:49:25+01:00,11,1004,UNHCR,108,1,survey,604,https://microdata.unhcr.org/index.php/catalog/604,,253.0,Voluntary Repatriation
540,WBG_JOR_2012_DHS_v01_M,5,remote,Population and Family Health Survey 2012,Jordan,2012,2012,WBG,The World Bank Microdata Library,2021-05-19T03:54:33+02:00,2021-05-19T03:54:33+02:00,1881,24823,Department of Statistics (DoS),333,1,survey,405,https://microdata.unhcr.org/index.php/catalog/405,,131.0,Demographic and Health Survey
541,UNHCR_LBR_SENS_2012,3,licensed,"Standardized Expanded Nutrition Survey - 2012, Refugee camps: Bahn, Dougee, Solo, PTP and Little Wlebo",Liberia,2012,2012,WA,West and Central Africa,2021-06-11T17:50:32+02:00,2021-06-11T18:00:06+02:00,42,1017,UNHCR,51,1,survey,448,https://microdata.unhcr.org/index.php/catalog/448,,162.0,Standardized Expanded Nutrition Survey (SENS)
542,UNHCR_MWI_2012_SENS_v2.1,3,licensed,Standardised Expanded Nutrition Survey (Dzaleka Refugee Camp) - 2012,Malawi,2012,2012,SAO,Southern Africa,2022-05-12T19:28:12+02:00,2022-05-12T19:28:12+02:00,169,1382,UNHCR,21,1,survey,659,https://microdata.unhcr.org/index.php/catalog/659,,279.0,Standardized Expanded Nutrition Survey (SENS)
543,UNHCR_MOZ_2012_SENS_v2.1,3,licensed,Standardised Expanded Nutrition Survey (Maratane) - 2012,Mozambique,2012,2012,SAO,Southern Africa,2022-05-12T19:29:48+02:00,2022-05-12T19:29:48+02:00,102,498,UNHCR,15,1,survey,661,https://microdata.unhcr.org/index.php/catalog/661,,281.0,Standardized Expanded Nutrition Survey (SENS)
544,UNHCR_AFG_2011_VOL_REP,3,licensed,"Voluntary Repatriation, 2011",Afghanistan,2011,2011,ASIA,Asia Pacific,2022-01-18T14:27:00+01:00,2022-01-18T15:54:16+01:00,11,965,UNHCR,106,1,survey,603,https://microdata.unhcr.org/index.php/catalog/603,,252.0,Voluntary Repatriation
545,WBG_AUT_2011_PHC_v01_M_v01_A_IPUMS,5,remote,Population and Housing Census 2011 - IPUMS Subset,Austria,2011,2011,WBG,The World Bank Microdata Library,2021-05-19T03:29:49+02:00,2021-05-19T03:29:49+02:00,0,997,"Statistics Austria, Minnesota Population Center",142,1,survey,398,https://microdata.unhcr.org/index.php/catalog/398,,124.0,Population and Housing Census
546,WBG_WBG_2011_FLS_v01_M,5,remote,Financial Literacy and Consumer Awareness Survey  2011,West Bank and Gaza,2011,2011,WBG,The World Bank Microdata Library,2021-05-19T06:07:15+02:00,2021-05-19T06:07:15+02:00,308,6417,Riyada Consulting and Training,222,1,survey,430,https://microdata.unhcr.org/index.php/catalog/430,,152.0,Financial Literacy and Consumer Awareness Survey
547,WBG_BIH_2011_MICS-RS_v01_M,5,remote,Multiple Indicator Cluster Survey 2011 - Roma Settlements,Bosnia and Herzegovina,2011,2012,WBG,The World Bank Microdata Library,2021-05-19T02:23:19+02:00,2021-05-19T02:23:19+02:00,1034,19303,"United Nations Children’s Fund, Ministry for Human Rights and Refugees of Bosnia and Herzegovina, Agency for Statistics of Bosnia and Herzegovina",291,1,survey,394,https://microdata.unhcr.org/index.php/catalog/394,,120.0,Multiple Indicator Cluster Survey
548,WBG_BIH_2011_MICS_v01_M,5,remote,Multiple Indicator Cluster Survey 2011,Bosnia and Herzegovina,2011,2012,WBG,The World Bank Microdata Library,2021-05-19T02:24:10+02:00,2021-05-19T02:24:10+02:00,1033,18976,"United Nations Children’s Fund, Federal Office of Statistics, Republic of Srpska Institute of Statistics, Agency for Statistics of Bosnia and Herzegovina",254,1,survey,395,https://microdata.unhcr.org/index.php/catalog/395,,121.0,Multiple Indicator Cluster Survey
549,WBG_BIH_2011_FLFS_v01_M,5,remote,Financial Literacy and Financial Services Survey 2011,Bosnia and Herzegovina,2011,2011,WBG,The World Bank Microdata Library,2021-05-19T02:24:59+02:00,2021-05-19T02:24:59+02:00,341,6511,IPSOS,385,1,survey,396,https://microdata.unhcr.org/index.php/catalog/396,,122.0,Financial Literacy and Financial Services Survey
550,WBG_LBN_2011_MICS-P_v01_M,5,remote,"Multiple Indicator Cluster Survey 2011, Palestinian Camps",Lebanon,2011,2011,WBG,The World Bank Microdata Library,2021-05-19T04:45:16+02:00,2021-05-19T04:45:16+02:00,692,8653,"Palestinian Central Bureau of Statistics, United Nations Children's Fund",429,1,survey,415,https://microdata.unhcr.org/index.php/catalog/415,,141.0,Multiple Indicator Cluster Survey
551,UNHCR_AFG_2010_VOL_REP,3,licensed,"Voluntary Repatriation, 2010",Afghanistan,2010,2010,ASIA,Asia Pacific,2022-01-18T14:26:30+01:00,2022-01-18T15:46:15+01:00,11,1013,UNHCR,55,1,survey,602,https://microdata.unhcr.org/index.php/catalog/602,,251.0,Voluntary Repatriation
552,WBG_WBG_2010_MICS_v01_M,5,remote,Family Survey 2010,West Bank and Gaza,2010,2010,WBG,The World Bank Microdata Library,2021-05-19T06:03:50+02:00,2021-05-19T06:03:50+02:00,1395,20070,"United Nations Children’s Fund, Palestinian Central Bureau of Statistics",200,1,survey,429,https://microdata.unhcr.org/index.php/catalog/429,,151.0,Multiple Indicator Cluster Survey
553,WBG_IDN_2010_PHC_v01_M_v03_A_IPUMS,5,remote,Population Census 2010 - IPUMS Subset,Indonesia,2010,2010,WBG,The World Bank Microdata Library,2021-05-19T03:46:32+02:00,2021-05-19T03:46:32+02:00,177,4653,"Central Bureau of Statistics, Minnesota Population Center",179,1,survey,402,https://microdata.unhcr.org/index.php/catalog/402,,128.0,Population and Housing Census
554,WBG_KEN_2009_PHC_v01_M_v03_A_IPUMS,5,remote,Kenya Population and Housing Census 2009 - IPUMS Subset,Kenya,2009,2009,WBG,The World Bank Microdata Library,2021-05-19T04:27:18+02:00,2021-05-19T04:27:18+02:00,207,3880,"Kenya National Bureau of Statistics, Minnesota Population Center",174,1,survey,409,https://microdata.unhcr.org/index.php/catalog/409,,135.0,Population and Housing Census
555,WBG_IDN_2008_ARLS_v01_M,5,remote,Aceh Reintegration and Livelihood Survey 2008,Indonesia,2008,2008,WBG,The World Bank Microdata Library,2021-09-22T19:48:45+02:00,2021-09-22T20:13:29+02:00,0,5348,"Patrick Barron, Macartan Humphreys, Laura Paler, Yuhki Tajima, Jeremy Weinstein",252,1,survey,499,https://microdata.unhcr.org/index.php/catalog/499,,199.0,Reintegration and Livelihood Survey
556,WBG_SLE_2008_DHS_v01_M,5,remote,Demographic and Health Survey 2008,Sierra Leone,2008,2008,WBG,The World Bank Microdata Library,2021-05-19T05:26:13+02:00,2021-05-19T05:26:13+02:00,2060,26305,"Statistics Sierra Leone (SSL), Ministry of Health and Sanitation (MOHS)",353,1,survey,423,https://microdata.unhcr.org/index.php/catalog/423,,146.0,Demographic and Health Survey
557,WBG_MWI_2008_PHC_v01_M_v02_A_IPUMS,5,remote,Population and Housing Census 2008 - IPUMS Subset,Malawi,2008,2008,WBG,The World Bank Microdata Library,2021-05-19T05:09:24+02:00,2021-05-19T05:09:24+02:00,242,3740,"National Statistical Office, Minnesota Population Center",141,1,survey,418,https://microdata.unhcr.org/index.php/catalog/418,,142.0,Population and Housing Census
558,WBG_SSD_2008_PHC_v01_M_v02_A_IPUMS,5,remote,5th Sudan Population and Housing Census 2008 - IPUMS Subset,South Sudan,2008,2008,WBG,The World Bank Microdata Library,2021-05-19T05:27:56+02:00,2021-05-19T05:27:56+02:00,327,6611,"Southern Sudan Centre for Census, Evaluation and Statistics, Minnesota Population Center",218,1,survey,424,https://microdata.unhcr.org/index.php/catalog/424,,147.0,Population and Housing Census
559,WBG_SDN_2008_PHC_v01_M_v02_A_IPUMS,5,remote,5th Sudan Population and Housing Census 2008 - IPUMS Subset,Sudan,2008,2008,WBG,The World Bank Microdata Library,2021-05-19T05:30:12+02:00,2021-05-19T05:30:12+02:00,328,8430,"Central Bureau of Statistics, Minnesota Population Center",167,1,survey,425,https://microdata.unhcr.org/index.php/catalog/425,,147.0,Population and Housing Census
560,WBG_WBG_2007_PHC_v01_M_v03_A_IPUMS,5,remote,Palestinian Population Housing and Establishment Census 2007 - IPUMS Subset,Palestine (State of),2007,2007,WBG,The World Bank Microdata Library,2021-09-22T19:52:16+02:00,2021-09-22T19:52:16+02:00,171,2283,"Palestinian National Authority, Palestinian Central Bureau of Statistics, Minnesota Population Center",76,1,survey,502,https://microdata.unhcr.org/index.php/catalog/502,,202.0,Population and Housing Census
561,WBG_RWA_2007_IDHS_v01_M,5,remote,Interim Demographic and Health Survey 2007-2008,Rwanda,2007,2008,WBG,The World Bank Microdata Library,2021-05-19T05:21:36+02:00,2021-05-19T05:21:36+02:00,1540,21215,National Institute of Statistics of Rwanda (NISR),411,1,survey,420,https://microdata.unhcr.org/index.php/catalog/420,,144.0,Interim Demographic and Health Survey
562,IHSN_UGA_2006_DHS_v01_M,5,remote,Demographic and Health Survey 2006,Uganda,2006,2006,EXT,External datasets,2021-09-22T21:29:13+02:00,2021-09-22T21:29:13+02:00,2467,30161,Uganda Bureau of Statistics (UBOS),180,1,survey,505,https://microdata.unhcr.org/index.php/catalog/505,,205.0,Demographic and Health Survey
563,WBG_LBN_2006_MICSPAL_v01_M,5,remote,"Multiple Indicator Cluster Survey, Palestinian Refugee Camps, Lebanon 2006, Monitoring the Situation of Children and Women","Palestinian Refugee Camps, Lebanon",2005,2006,WBG,The World Bank Microdata Library,2021-05-19T04:42:53+02:00,2021-05-19T04:42:53+02:00,625,25989,The Palestinian Central Bureau of Statistics and Natural Resources,389,1,survey,414,https://microdata.unhcr.org/index.php/catalog/414,,140.0,Multiple Indicator Cluster Survey
564,IHSN_AZE_2004_CFSVA_v01_M,5,remote,Food Security and Nutrition Survey 2004,Azerbaijan,2004,2004,EXT,External datasets,2021-09-22T21:51:18+02:00,2021-09-22T21:51:18+02:00,423,4667,World Food Programme,103,1,survey,506,https://microdata.unhcr.org/index.php/catalog/506,,206.0,Comprehensive Food Security & Vulnerability Analysis
565,WBG_SLE_2004_PHC_v01_M_v02_A_IPUMS,5,remote,Population and Housing Census 2004 - IPUMS Subset,Sierra Leone,2004,2004,WBG,The World Bank Microdata Library,2021-05-19T05:24:46+02:00,2021-05-19T05:24:46+02:00,232,3480,"Statistics Sierra Leone (SLL), Minnesota Population Center",119,1,survey,422,https://microdata.unhcr.org/index.php/catalog/422,,145.0,Population and Housing Census
566,WBG_TZA_2003_CWIQ_v01_M,5,remote,"Core Welfare Indicators Questionnaire 2003, Baseline Survey on Poverty, Welfare and Services in Kagera Rural Districts",Tanzania,2003,2003,WBG,The World Bank Microdata Library,2021-05-19T05:39:27+02:00,2021-05-19T05:39:27+02:00,152,4190,EDI Ltd (Economic Development Initiatives),287,1,survey,427,https://microdata.unhcr.org/index.php/catalog/427,,149.0,Core Welfare Indicators Questionnaire
567,WBG_AUT_2001_PHC_v01_M_v02_A_IPUMS,5,remote,Population Census; Building and Housing Census 2001 - IPUMS Subset,Austria,2001,2001,WBG,The World Bank Microdata Library,2021-05-19T02:18:42+02:00,2021-05-19T02:18:42+02:00,187,5273,"Statistics Austria, Minnesota Population Center",228,1,survey,389,https://microdata.unhcr.org/index.php/catalog/389,,116.0,Population and Housing Census
568,WBG_AZE_2000_MICS_v01_M,5,remote,Multiple Indicator Cluster Survey 2000,Azerbaijan,2000,2000,WBG,The World Bank Microdata Library,2021-05-19T02:22:36+02:00,2021-05-19T02:22:36+02:00,546,12310,State Statistical Committee of the Azerbaijan Republic,105,1,survey,392,https://microdata.unhcr.org/index.php/catalog/392,,118.0,Multiple Indicator Cluster Survey
569,WBG_BIH_2000_MICS_v01_M,5,remote,"Multiple Indicator Cluster Survey 2000, Household Survey of Women and Children",Bosnia and Herzegovina,2000,2000,WBG,The World Bank Microdata Library,2021-05-19T02:22:57+02:00,2021-05-19T02:22:57+02:00,375,6625,"Federation Public Health Institute, Ministry of Health and Social Welfare",119,1,survey,393,https://microdata.unhcr.org/index.php/catalog/393,,119.0,Multiple Indicator Cluster Survey
570,WBG_KSV_2000_LSMS_v01_M,5,remote,Living Standards Measurement Survey 2000,Kosovo,2000,2000,WBG,The World Bank Microdata Library,2021-05-19T04:30:05+02:00,2021-05-19T04:30:05+02:00,1931,25218,The World Bank,724,1,survey,410,https://microdata.unhcr.org/index.php/catalog/410,,136.0,Living Standards Measurement Survey
571,WBG_SLE_2000_MICS_v01_M,5,remote,Multiple Indicator Cluster Survey 2000,Sierra Leone,2000,2000,WBG,The World Bank Microdata Library,2021-05-19T05:22:43+02:00,2021-05-19T05:22:43+02:00,587,7140,Central Statistics Office,138,1,survey,421,https://microdata.unhcr.org/index.php/catalog/421,,118.0,Multiple Indicator Cluster Survey
572,UNHCR_EU_2022_ukr_intentions_round2_v2.1,3,licensed,Survey of intentions and perspectives of refugees from Ukraine #2 - Sept 2022,"Belgium, Bulgaria, Czech Republic, Germany, France, Italy, Lithuania, Moldova, Poland, Romania, Slovak Republic, Spain, Turkey",2022,2022,EURO,Europe,2022-11-08T09:05:31+01:00,2022-11-08T09:05:31+01:00,243,2403,UNHCR,149,1,survey,783,https://microdata.unhcr.org/index.php/catalog/783,,,
573,UNHCR-LBN-MEED-2020-WAVE2-RON-v2.1,3,licensed,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 2 (RON) 2020",Lebanon,2020,2020,MENA,Middle East and North Africa,2020-06-30T14:59:44+02:00,2020-06-30T15:00:12+02:00,80,4048,UNHCR,379,1,survey,244,https://microdata.unhcr.org/index.php/catalog/244,,62.0,Monitoring of the Effects of Economic Deterioration on Refugee Households
574,UNHCR_LBN_MEED_2020_WAVE2_SYR_v2.1,3,licensed,"Monitoring of the Effects of Economic Deterioration on Refugee Households, Wave 2 (SYR) 2020",Lebanon,2020,2020,MENA,Middle East and North Africa,2020-06-23T15:56:13+02:00,2020-06-23T15:56:26+02:00,80,3998,UNHCR,419,1,survey,240,https://microdata.unhcr.org/index.php/catalog/240,,59.0,Monitoring of the Effects of Economic Deterioration on Refugee Households
575,UNHCR_THA_2020_RNA_Q3_v2.1,3,licensed,"Multi-sector Rapid Needs Assessment and Post-Distribution Monitoring of Cash-Based Intervention - Round 2, October 2020",Thailand,2020,2020,ASIA,Asia Pacific,2021-10-03T10:46:41+02:00,2021-10-03T10:46:51+02:00,262,4090,UNHCR,170,1,survey,524,https://microdata.unhcr.org/index.php/catalog/524,,217.0,Post-Distribution Monitoring of Cash-Based Interventions
576,WBG_SOM_2017_SHFS-W2_v02_M,5,remote,"Somali High Frequency Survey -  December 2017, Wave 2",Somalia,2017,2018,WBG,The World Bank Microdata Library,2021-09-22T19:51:07+02:00,2021-09-22T21:08:08+02:00,2369,30686,Utz J. Pape,198,1,survey,500,https://microdata.unhcr.org/index.php/catalog/500,,200.0,Somali High Frequency Survey
577,WBG_KGZ_1999_PHC_v01_M_v03_A_IPUMS,5,remote,First National Population Census of the Kyrgyz Republic 1999 - IPUMS Subset,Kyrgyzstan,1999,1999,WBG,The World Bank Microdata Library,2021-09-22T19:51:31+02:00,2021-09-22T19:51:31+02:00,174,2241,"National Statistical Committee of the Kyrgyz Republic, Minnesota Population Center",276,1,survey,501,https://microdata.unhcr.org/index.php/catalog/501,,201.0,Population and Housing Census
578,WBG_TJK_1999_LSMS_v01_M,5,remote,Living Standards Survey 1999,Tajikistan,1999,1999,WBG,The World Bank Microdata Library,2021-05-19T05:37:19+02:00,2021-05-19T05:37:19+02:00,1486,27495,State Statistical Agency (Goskomstat),961,1,survey,426,https://microdata.unhcr.org/index.php/catalog/426,,148.0,Living Standards Measurement Survey
579,WBG_KGZ_1998_KPMS_v01_M,5,remote,Poverty Monitoring Survey 1998,Kyrgyz Republic,1998,1998,WBG,The World Bank Microdata Library,2021-05-19T04:41:20+02:00,2021-05-19T04:41:20+02:00,2047,23263,National Statistical Committee (NATSTATCOM),222,1,survey,413,https://microdata.unhcr.org/index.php/catalog/413,,139.0,Poverty Monitoring Survey
580,WBG_PAK_1998_PHC_v01_M_v02_A_IPUMS,5,remote,Fifth Housing and Population Census Pakistan 1998 - IPUMS Subset,Pakistan,1998,1998,WBG,The World Bank Microdata Library,2021-05-19T05:20:05+02:00,2021-05-19T05:20:05+02:00,110,2483,"Population Census Organization, Minnesota Population Center",162,1,survey,419,https://microdata.unhcr.org/index.php/catalog/419,,143.0,Population and Housing Census
581,WBG_KGZ_1997_KPMS_v01_M,5,remote,Poverty Monitoring Survey 1997,Kyrgyz Republic,1997,1997,WBG,The World Bank Microdata Library,2021-05-19T04:37:03+02:00,2021-05-19T04:37:03+02:00,1844,16910,National Statistical Committee (NATSTATCOM),258,1,survey,412,https://microdata.unhcr.org/index.php/catalog/412,,138.0,Poverty Monitoring Survey
582,WBG_KGZ_1996_KPMS_v01_M,5,remote,Poverty Monitoring Survey 1996,Kyrgyz Republic,1996,1996,WBG,The World Bank Microdata Library,2021-05-19T04:34:59+02:00,2021-05-19T04:34:59+02:00,5026,36598,National Statistical Committee (NATSTATCOM),401,1,survey,411,https://microdata.unhcr.org/index.php/catalog/411,,137.0,Poverty Monitoring Survey
583,WBG_AZE_1995_SLC_v01_M,5,remote,Survey of Living Conditions 1995,Azerbaijan,1995,1995,WBG,The World Bank Microdata Library,2021-05-19T02:21:58+02:00,2021-05-19T02:21:58+02:00,374,10677,"Social Studies Center, Institute of Sociology and Political Science (SORGU) and the World Bank",702,1,survey,391,https://microdata.unhcr.org/index.php/catalog/391,,117.0,Survey of Living Conditions
584,WBG_AUT_1991_PHC_v01_M_v02_A_IPUMS,5,remote,Population Census; Building and Housing Census 1991 - IPUMS Subset,Austria,1991,1991,WBG,The World Bank Microdata Library,2021-05-19T02:17:18+02:00,2021-05-19T02:17:18+02:00,164,5013,"Austrian Central Statistical Office, Minnesota Population Center",242,1,survey,388,https://microdata.unhcr.org/index.php/catalog/388,,115.0,Population and Housing Census
585,UNHCR_CHN_2021_VACC_Q2_v2.1,3,licensed,"COVID-19 Vaccination Survey, July 2021",China,2021,2021,ASIA,Asia Pacific,2021-10-03T10:36:32+02:00,2021-10-03T10:36:40+02:00,119,2585,UNHCR,227,1,survey,518,https://microdata.unhcr.org/index.php/catalog/518,,211.0,COVID-19 Vaccination Survey
586,UNHCR_CRI_2021_SEIC_v2.1,3,licensed,"Socioeconomic Impact of COVID-19, 2021",Costa Rica,2021,2021,SA,Americas,2022-03-21T18:46:28+01:00,2022-03-21T18:46:28+01:00,1003,10311,UNHCR,45,1,survey,636,https://microdata.unhcr.org/index.php/catalog/636,,270.0,Assessment of the Socio-economic impact of COVID-19
587,WBG_ECU_2021_HFPS-W2-VEN_v01_M,5,remote,COVID-19 High Frequency Phone Surveys for Venezuelans 2021-2022,Ecuador,2021,2022,WBG,The World Bank Microdata Library,2023-04-03T23:09:59+02:00,2023-04-03T23:29:04+02:00,1036,0,Sergio Olivieri,0,1,survey,887,https://microdata.unhcr.org/index.php/catalog/887,https://microdata.worldbank.org/index.php/catalog/5665/get-microdata,,
588,UNHCR_JOR_2021_PDM_COVID_v2.1,3,licensed,"Post Distribution Monitoring: COVID-19 Emergency Response Assistance, 2021",Jordan,2021,2021,MENA,Middle East and North Africa,2023-03-14T00:35:41+01:00,2023-03-14T00:35:41+01:00,278,1,UNHCR,0,1,survey,851,https://microdata.unhcr.org/index.php/catalog/851,,,
589,UNHCR_MEX_2021_SEIC_v2.1,3,licensed,"Socioeconomic Impact of COVID-19, 2021",Mexico,2021,2021,SA,Americas,2022-03-22T11:49:39+01:00,2022-03-22T11:49:39+01:00,866,8695,UNHCR,76,1,survey,643,https://microdata.unhcr.org/index.php/catalog/643,,270.0,Assessment of the Socio-economic impact of COVID-19
590,UNHCR_NPL_2021_SOCIO_Q3_v2.1,3,licensed,"COVID-19 Socioeconomic Survey, September 2021",Nepal,2021,2021,ASIA,Asia Pacific,2021-10-03T10:37:29+02:00,2021-10-03T10:37:34+02:00,281,12684,UNHCR,10973,1,survey,522,https://microdata.unhcr.org/index.php/catalog/522,,215.0,Post-Distribution Monitoring of Cash-Based Interventions
